run_accession	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	sample_alias	sample_title	experiment_accession	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	instrument_platform	instrument_model	fastq_ftp	fastq_md5	submitted_ftp	submitted_md5
ERR13336203	PRJEB73710	ERP158450	SAMEA115396720	ERS18417301	Rice GP680	GP680 ONT whole-genome sequencing	ERX12707169	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/003/ERR13336203/ERR13336203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/003/ERR13336203/ERR13336203_2.fastq.gz	240e516cb26aa1c1366f4dcde7ec58f7;9b62c6dcc5fd2c547fdf19db4e64da79	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336203/GP680_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336203/GP680_fringe_clean_2.fastq.gz	50f96c6c4712e55aa4176ddd84b6555b;470366156f6b7bcce55100a7ef9dfa8b
ERR13336205	PRJEB73710	ERP158450	SAMEA115396722	ERS18417303	Rice HP519	HP519 ONT whole-genome sequencing	ERX12707171	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR13336205/ERR13336205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR13336205/ERR13336205_2.fastq.gz	bbcfdb674a2df382c4f0d70e0e2fe5aa;732bd46407ec16c1ad531264db74c6f0	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336205/HP519_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336205/HP519_fringe_clean_2.fastq.gz	3fe5f59bf69fcb3300a58345e415c11e;f87b47e305f9beaaf1b306a917867971
ERR13336206	PRJEB73710	ERP158450	SAMEA115396723	ERS18417304	Rice Nipponbare	Nipponbare HiFi whole-genome sequencing	ERX12707172	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR13336206/ERR13336206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR13336206/ERR13336206_2.fastq.gz	fa84b2ac8e2a543f2cfac5852bb88852;f4d638d9a4845dba40c170e2424363f4	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336206/Nip_hifi_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336206/Nip_hifi_fringe_clean_2.fastq.gz	c9ce8c5c6cbed67cb3090f0a80685cb3;96b463425f3fa0d50f34e11069a0f739
ERR13336208	PRJEB73710	ERP158450	SAMEA115396724	ERS18417305	Wild rice W0103	W0103 HiFi whole-genome sequencing	ERX12707174	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR13336208/ERR13336208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR13336208/ERR13336208_2.fastq.gz	f0fea1fb56a2a5757f81f805726fc38b;62fa66e1eeceb58a22bff6ea348c9f94	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336208/W0103_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336208/W0103_fringe_clean_2.fastq.gz	0a8c5e105022717a7f0ac3969a9082c7;c3fe0be0b9a343ddf9e60984fb6ef39a
ERR13336210	PRJEB73710	ERP158450	SAMEA115396726	ERS18417307	Wild rice W0108	W0108 HiFi whole-genome sequencing	ERX12707176	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/010/ERR13336210/ERR13336210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/010/ERR13336210/ERR13336210_2.fastq.gz	0c5255672979f12364ceb29287eddd29;0dc4ac8fff810c48f56052d56456c777	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336210/W0108_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336210/W0108_fringe_clean_2.fastq.gz	e9f5f61ca854f489755bd97a4e85ea82;61001b20808ed429a3222bf1778ec910
ERR13336219	PRJEB73710	ERP158450	SAMEA115396736	ERS18417317	Wild rice W0164	W0164 HiFi whole-genome sequencing	ERX12707185	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/019/ERR13336219/ERR13336219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/019/ERR13336219/ERR13336219_2.fastq.gz	80ea9e6693f521d276cba63ee0799ba5;1d9b279deaf5827411d50504b6f737b0	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336219/W0164_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336219/W0164_fringe_clean_2.fastq.gz	9054e71e640f1ed701093afb5991dc26;17bb5535ebc9c4e5372b267ef8a52745
ERR13336220	PRJEB73710	ERP158450	SAMEA115396737	ERS18417318	Wild rice W0166	W0166 HiFi whole-genome sequencing	ERX12707186	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/020/ERR13336220/ERR13336220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/020/ERR13336220/ERR13336220_2.fastq.gz	825368e70dce0413cf5c86e44daa9967;3a6e2ffff4a8ac16da7c226f246b2cb0	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336220/W0166_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336220/W0166_fringe_clean_2.fastq.gz	58639788bb2fa9e154c3e749671d12c6;f94c316129f6ca0157b454a7b4b85948
ERR13336221	PRJEB73710	ERP158450	SAMEA115396738	ERS18417319	Wild rice W0169	W0169 HiFi whole-genome sequencing	ERX12707187	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/021/ERR13336221/ERR13336221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/021/ERR13336221/ERR13336221_2.fastq.gz	569a720e17aaade5c9a7d08cee633740;7427c633ca9eb715ec164c3f0fae10b7	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336221/W0169_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336221/W0169_fringe_clean_2.fastq.gz	a8f40ef63644c2ed8ba5f749d455a4ab;80daebd38a901f1e0c273773094484f2
ERR13336223	PRJEB73710	ERP158450	SAMEA115396740	ERS18417321	Wild rice W0179	W0179 HiFi whole-genome sequencing	ERX12707189	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/023/ERR13336223/ERR13336223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/023/ERR13336223/ERR13336223_2.fastq.gz	7f4d0e3230e1286370c7df0fc878e34e;6cc259ad13e0096151b01242500f66ac	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336223/W0179_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336223/W0179_fringe_clean_2.fastq.gz	92d5b1993cd0d868c785b17d69e9d642;74ee1b94ce520da00058625563d3a590
ERR13336225	PRJEB73710	ERP158450	SAMEA115396742	ERS18417323	Wild rice W0234	W0234 HiFi whole-genome sequencing	ERX12707191	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/025/ERR13336225/ERR13336225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/025/ERR13336225/ERR13336225_2.fastq.gz	6c0a2092d62bbb4dd0b4bd646fa90e1e;57df8ae44c3c2dd60d0e03a1899ec6d8	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336225/W0234_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336225/W0234_fringe_clean_2.fastq.gz	4a5eb950df9e9779fed80ea9aa5cb526;b91702a44bccc3840dcb123e55db481d
ERR13336232	PRJEB73710	ERP158450	SAMEA115396751	ERS18417332	Wild rice W0634	W0634 HiFi whole-genome sequencing	ERX12707198	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/032/ERR13336232/ERR13336232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/032/ERR13336232/ERR13336232_2.fastq.gz	02f1930a60933f7ec00b58198ad5d8e3;e671a71fdbc9db4cbef44a3da89e7a18	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336232/W0634_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336232/W0634_fringe_clean_2.fastq.gz	42c0e410e6561bbb75e6a6c889679df3;aa98e85fb74bb388987449d1090b7aca
ERR13336234	PRJEB73710	ERP158450	SAMEA115396754	ERS18417335	Wild rice W1084	W1084 HiFi whole-genome sequencing	ERX12707200	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/034/ERR13336234/ERR13336234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/034/ERR13336234/ERR13336234_2.fastq.gz	d390c5b4e916e883e4e8fda871338998;436b595779596154a487ee06a188ede9	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336234/W1084_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336234/W1084_fringe_clean_2.fastq.gz	0fc2bad939f97b7d7c822cb7faa4d7cd;46e6970b94216850e9cf9adfc75aa9d1
ERR13336236	PRJEB73710	ERP158450	SAMEA115396756	ERS18417337	Wild rice W1107	W1107 HiFi whole-genome sequencing	ERX12707202	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/036/ERR13336236/ERR13336236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/036/ERR13336236/ERR13336236_2.fastq.gz	e43c8f6baa304d42b676c297bcef3b0d;25190107f09d84f0aa3426cf39aaf7b9	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336236/W1107_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336236/W1107_fringe_clean_2.fastq.gz	5e7289c2c309eb33cc26ea8c4fc1e245;2a22a118af8174049ec92d0e8e8a4601
ERR13336237	PRJEB73710	ERP158450	SAMEA115396758	ERS18417339	Wild rice W1126	W1126 HiFi whole-genome sequencing	ERX12707203	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/037/ERR13336237/ERR13336237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/037/ERR13336237/ERR13336237_2.fastq.gz	200781123ad2fdf8e08b1f5c120c8692;dccbfee3b6c87df21a99132e75144215	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336237/W1126_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336237/W1126_fringe_clean_2.fastq.gz	3968e116b0e223a142ff250e727a244a;88edb7f097c0bbc5bf3d70bcc75a5063
ERR13336239	PRJEB73710	ERP158450	SAMEA115396762	ERS18417343	Wild rice W1292	W1292 HiFi whole-genome sequencing	ERX12707205	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/039/ERR13336239/ERR13336239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/039/ERR13336239/ERR13336239_2.fastq.gz	7c8b154e151e1bcf4de7fc5623780ce4;e1a3da931229aa6505311fb3803da135	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336239/W1292_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336239/W1292_fringe_clean_2.fastq.gz	39d0a1cb13bb1cb5a9bcbdd2117a03cc;60f6e2d631fb73bf8a79218234546cd6
ERR13336242	PRJEB73710	ERP158450	SAMEA115396767	ERS18417348	Wild rice W1553	W1553 HiFi whole-genome sequencing	ERX12707208	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/042/ERR13336242/ERR13336242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/042/ERR13336242/ERR13336242_2.fastq.gz	4f914771a86f676d6e34d543ce163e33;917e7af5c3789c6cdb4a70b0a6e71044	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336242/W1553_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336242/W1553_fringe_clean_2.fastq.gz	aa6ce4aa23da8dece57b5d9b1da2bd09;cd6dc8fff21fce123eb2ba9e1d6b0df5
ERR13336243	PRJEB73710	ERP158450	SAMEA115396768	ERS18417349	Wild rice W1556	W1556 HiFi whole-genome sequencing	ERX12707209	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/043/ERR13336243/ERR13336243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/043/ERR13336243/ERR13336243_2.fastq.gz	5a19bb42a165b2216a55f7df96aeea90;5fdf0b61b655d83ebdb79a71c61e037b	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336243/W1556_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336243/W1556_fringe_clean_2.fastq.gz	0429f39c2346950bcad6811209221cc6;a6e6c38f4be83d61a0fb090bcd7c28fc
ERR13336244	PRJEB73710	ERP158450	SAMEA115396769	ERS18417350	Wild rice W1557	W1557 HiFi whole-genome sequencing	ERX12707210	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/044/ERR13336244/ERR13336244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/044/ERR13336244/ERR13336244_2.fastq.gz	518f61062e7bd2469e2a8dd629daa2ee;5de572eeee34a2c7371f2314622eaff2	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336244/W1557_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336244/W1557_fringe_clean_2.fastq.gz	d26ce0b19ba344aff6063ed4591dbc0f;768148c7a979fd2fa959beda5f793c81
ERR13336246	PRJEB73710	ERP158450	SAMEA115396772	ERS18417353	Wild rice W1666	W1666 HiFi whole-genome sequencing	ERX12707212	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/046/ERR13336246/ERR13336246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/046/ERR13336246/ERR13336246_2.fastq.gz	1dd1865463e0720026c5724450121c93;68f4ff25f9023fced986b79034ff9ded	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336246/W1666_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336246/W1666_fringe_clean_2.fastq.gz	b0a81981855bcb0319958c5340f7a5f5;8f8f594cb8aaa7297956b3e6f66f9028
ERR13336247	PRJEB73710	ERP158450	SAMEA115396773	ERS18417354	Wild rice W1668	W1668 HiFi whole-genome sequencing	ERX12707213	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/047/ERR13336247/ERR13336247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/047/ERR13336247/ERR13336247_2.fastq.gz	e2f393a295dc17d657c0b74b3f0ea9ad;bd5624863f2986b09f6fee39ad4b0c49	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336247/W1668_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336247/W1668_fringe_clean_2.fastq.gz	9780e821f169ae5b501cd42f29d905e9;de03092772cbb828b0650f1222a6cbfa
ERR13336250	PRJEB73710	ERP158450	SAMEA115396776	ERS18417357	Wild rice W1718	W1718 HiFi whole-genome sequencing	ERX12707216	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/050/ERR13336250/ERR13336250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/050/ERR13336250/ERR13336250_2.fastq.gz	e25ec32dcbee455804fcf6eea88b5680;0435243aebd262043615a9a189b0a639	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336250/W1718_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336250/W1718_fringe_clean_2.fastq.gz	05ac1d9fc3fde5ad6776e9f009e716cf;819ae8398136cedf04bf17a3c653b10f
ERR13336251	PRJEB73710	ERP158450	SAMEA115396777	ERS18417358	Wild rice W1719	W1719 HiFi whole-genome sequencing	ERX12707217	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/051/ERR13336251/ERR13336251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/051/ERR13336251/ERR13336251_2.fastq.gz	8ecdd89777f35652d88a5f54fa294be3;7d2bb6d0f26dcdf6c4cd2bde23136edf	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336251/W1719_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336251/W1719_fringe_clean_2.fastq.gz	30b147aced3b94aa1be5ce88fd67d508;6ffe505ea6c11a76f8be3b56118fcf4c
ERR13336257	PRJEB73710	ERP158450	SAMEA115396784	ERS18417365	Wild rice W1736	W1736 HiFi whole-genome sequencing	ERX12707223	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/057/ERR13336257/ERR13336257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/057/ERR13336257/ERR13336257_2.fastq.gz	9f695008c6c88b5a2b1183ecfd84b082;160fe544837e2c94a4c6cf439904c063	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336257/W1736_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336257/W1736_fringe_clean_2.fastq.gz	f55488dbddcebd8b84d0e50009f56334;b7c2dc0607493367c679e111078a5951
ERR13336259	PRJEB73710	ERP158450	SAMEA115396786	ERS18417367	Wild rice W1742	W1742 HiFi whole-genome sequencing	ERX12707225	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/059/ERR13336259/ERR13336259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/059/ERR13336259/ERR13336259_2.fastq.gz	49347f65ff37b2facade6fd3d67afb8c;e1d599df5a61e23fe9a3a0cdd5fa2b1f	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336259/W1742_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336259/W1742_fringe_clean_2.fastq.gz	2e90239aaf30b966382669e74ba105d3;31b9dfb445b49d4504ff1beeed1e7d56
ERR13336262	PRJEB73710	ERP158450	SAMEA115396789	ERS18417370	Wild rice W1777	W1777 HiFi whole-genome sequencing	ERX12707228	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/062/ERR13336262/ERR13336262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/062/ERR13336262/ERR13336262_2.fastq.gz	7d36bac40c41f6c21135981d62cab49a;b720a6c60d28d3a42052667068cb6399	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336262/W1777_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336262/W1777_fringe_clean_2.fastq.gz	1c11158cf305356c94c6836a55409c7f;a34f71e487cd1d1f7e87246209d65107
ERR13336263	PRJEB73710	ERP158450	SAMEA115396790	ERS18417371	Wild rice W1783	W1783 HiFi whole-genome sequencing	ERX12707229	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/063/ERR13336263/ERR13336263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/063/ERR13336263/ERR13336263_2.fastq.gz	4cceab546282bfbed1731fdde6a817a8;0a050586b1d47523c2b31f8b4bf50ec2	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336263/W1783_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336263/W1783_fringe_clean_2.fastq.gz	f9ad40cefb4dbc4342e0941a71d24e68;82ad3db503e1ebd5daeb553500031953
ERR13336265	PRJEB73710	ERP158450	SAMEA115396792	ERS18417373	Wild rice W1809	W1809 HiFi whole-genome sequencing	ERX12707231	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/065/ERR13336265/ERR13336265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/065/ERR13336265/ERR13336265_2.fastq.gz	4725a756bd0920e3d2031267f0e2112a;14f0c754c9f4886ef2c5d5c2784ca580	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336265/W1809_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336265/W1809_fringe_clean_2.fastq.gz	349da96293d9cdef33348d559adf6d0d;3f6cf7545cc6b6e4db139a637babbbd5
ERR13336269	PRJEB73710	ERP158450	SAMEA115396796	ERS18417377	Wild rice W1859	W1859 HiFi whole-genome sequencing	ERX12707235	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/069/ERR13336269/ERR13336269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/069/ERR13336269/ERR13336269_2.fastq.gz	0a6da289b2214b82dc3927000530550b;9e4367218fc880eac8ef123436a61b04	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336269/W1859_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336269/W1859_fringe_clean_2.fastq.gz	7379242566fce0feadae18814d763432;2727de4fdb7de77a8f2cac398367f310
ERR13336270	PRJEB73710	ERP158450	SAMEA115396798	ERS18417379	Wild rice W1880	W1880 HiFi whole-genome sequencing	ERX12707236	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/070/ERR13336270/ERR13336270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/070/ERR13336270/ERR13336270_2.fastq.gz	7331f33665c699bb3e246fd91f958610;b552c2740e3cc1c4c2682c128ca27cb6	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336270/W1880_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336270/W1880_fringe_clean_2.fastq.gz	1d67d6a2624778d7ecb92b078f954e6b;79be16636251f7c878521e17d175f19e
ERR13336271	PRJEB73710	ERP158450	SAMEA115396799	ERS18417380	Wild rice W1890	W1890 HiFi whole-genome sequencing	ERX12707237	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/071/ERR13336271/ERR13336271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/071/ERR13336271/ERR13336271_2.fastq.gz	833564ed98df4d1debee69a855d6392f;98df43bb54d3c2ae1b953fcf3608098a	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336271/W1890_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336271/W1890_fringe_clean_2.fastq.gz	81a0f39f50502db663f06879e5b9c75b;6a85a8b0e85abe143b27e2822fa8478d
ERR13336272	PRJEB73710	ERP158450	SAMEA115396802	ERS18417383	Wild rice W1943	W1943 HiFi whole-genome sequencing	ERX12707238	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/072/ERR13336272/ERR13336272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/072/ERR13336272/ERR13336272_2.fastq.gz	354af8039520170782ccdbe2026e5379;d33cd28e4ed9e00655283f3ed9e87412	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336272/W1943_fringe_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336272/W1943_fringe_clean_2.fastq.gz	6f7d06f11f096d29d4996958e3459c09;e67c82195ac56e937a7cd9528dc3994a
